,birthyear,author,title,pub_year
2096,1640.0,Aphra Behn,Love-Letters Between a Nobleman and His Sister,1684.0
2097,,Roualeyn Gordon-Cumming,Forest and Frontiers,
2098,,I. T. Thurston,The Bishop's Shadow,
2099,1830.0,John Esten Cooke,Mohun,
2100,1863.0,William John Locke,The Mountebank,
2101,1862.0,L. Adams Beck,"""The Ladies"": A Shining Constellation of Wit and Beauty",
2102,,Mary Austin,"The Sturdy Oak
A composite Novel of American Politics by fourteen American authors",
2103,1865.0,Robert W. Chambers,Between Friends,
2104,1834.0,Ch. Führer,The Mysteries of Montreal: Being Recollections of a Female Physician,
2105,1837.0,William Dean Howells,A Traveler from Altruria: Romance,
2106,,Antonio Fogazzaro,The Saint,1905.0
2107,1869.0,Stephen Leacock,Frenzied Fiction,1919.0
2108,1861.0,Maurice Hewlett,Rest Harrow: A Comedy of Resolution,
2109,1865.0,Robert W. Chambers,The King in Yellow,1895.0
2110,1847.0,Mary Hallock Foote,"In Exile, and Other Stories",
2111,,Mark Twain,Eve's Diary,1906.0
2112,,Mark Twain,"Eve's Diary, Part 1",
2113,,Mark Twain,"Eve's Diary, Part 2",
2114,,Mark Twain,"Eve's Diary, Part 3",
2115,1767.0,Maria Edgeworth,"Tales and Novels — Volume 10
Helen",
2116,1847.0,Mary Hallock Foote,"A Touch of Sun, and Other Stories",
2117,1864.0,Robert Hichens,The Woman with the Fan,
2118,,James Raymond Elderdice,"T. Haviland Hicks, Senior",
2119,1824.0,George MacDonald,The Seaboard Parish Volume 1,
2120,1824.0,George MacDonald,The Seaboard Parish Volume 2,
2121,1824.0,George MacDonald,The Seaboard Parish Volume 3,
2122,1824.0,George MacDonald,The Seaboard Parish,1868.0
2123,1852.0,Lucas Malet,The Far Horizon,
2124,1833.0,James De Mille,Cord and Creese,
2125,1832.0,G. A. Henty,By Sheer Pluck: A Tale of the Ashanti War,1884.0
2126,1806.0,Charles James Lever,"Charles O'Malley, The Irish Dragoon, Volume 1",
2127,1860.0,J. M. Barrie,Auld Licht Idyls,
2128,1832.0,J. H. Riddell,The Uninhabited House,
2129,1846.0,Stanley Waterloo,The Story of Ab: A Tale of the Time of the Cave Man,
2130,1824.0,George William Curtis,Prue and I,
2131,1789.0,James Fenimore Cooper,Afloat and Ashore: A Sea Tale,
2132,1865.0,Rudyard Kipling,Indian Tales,
2133,1876.0,Margaret Vandercook,The Camp Fire Girls at Sunrise Hill,
2134,1832.0,G. A. Henty,In the Heart of the Rockies: A Story of Adventure in Colorado,
2135,1806.0,Charles James Lever,"Charles O'Malley, The Irish Dragoon, Volume 2",
2136,1832.0,Louisa May Alcott,Behind a Mask,
2137,1825.0,Bayard Taylor,The Story of Kennett,
2138,1850.0,Robert Barr,The Face and the Mask,
2139,1863.0,Cleveland Moffett,"The Conquest of America: A Romance of Disaster and Victory, U.S.A., 1921 A.D.",
2140,1853.0,Young Ewing Allison,The Delicious Vice,
2141,1832.0,Louisa May Alcott,"The Abbot's Ghost, or Maurice Treherne's Temptation: A Christmas Story",
2142,1833.0,James De Mille,The Living Link: A Novel,
2143,1767.0,Maria Edgeworth,"Tales and Novels — Volume 02
Popular Tales",
2144,1859.0,Arthur Conan Doyle,The Last Galley; Impressions and Tales,
2145,1878.0,Mary Grant Bruce,A Little Bush Maid,
2146,1832.0,G. A. Henty,Through the Fray: A Tale of the Luddite Riots,1886.0
2147,,Jonathan Dunn,The Revolutions of Time,
2148,1857.0,Joseph Conrad,Gaspar Ruiz,1908.0
2149,1851.0,Humphry Ward,Robert Elsmere,
2150,1869.0,Booth Tarkington,In the Arena: Stories of Political Life,
2151,1832.0,G. A. Henty,Wulf the Saxon: A Story of the Norman Conquest,
2152,1834.0,William Morris,The Water of the Wondrous Isles,1897.0
2153,1862.0,Henry Seton Merriman,From One Generation to Another,
2154,1767.0,Maria Edgeworth,"Tales and Novels — Volume 01
Moral Tales",
2155,1832.0,G. A. Henty,True to the Old Flag: A Tale of the American War of Independence,
2156,1869.0,Booth Tarkington,The Magnificent Ambersons,1918.0
2157,1867.0,Robert Neilson Stephens,Tales from Bohemia,
2158,1819.0,Susan Warner,Queechy,
2159,1824.0,George MacDonald,There & Back,
2160,1789.0,James Fenimore Cooper,Satanstoe,1845.0
2161,,William Harvey Christie,A Love Story,
2162,1824.0,George MacDonald,A Rough Shaking,
2163,1789.0,James Fenimore Cooper,The Wept of Wish-Ton-Wish,
2164,1815.0,Anthony Trollope,Nina Balatka,
2165,1824.0,George MacDonald,The Flight of the Shadow,
2166,1824.0,George MacDonald,The Portent and Other Stories,
2167,1885.0,D. H. Lawrence,"England, My England",
2168,1824.0,George MacDonald,Home Again,
2169,1824.0,George MacDonald,"Adela Cathcart, Volume 2",
